Pregunta|Intencion|Intencion_cat_label|Intencion_encoded
queria consultar el límite en cuotas|Cat_303|303|220
bajo cuenta prestamo pendiente|Cat_41|41|288
cuál es el costo del programa santander  aadvantage?|Cat_276|276|190
como pago por internet|Cat_132|132|32
quiero agregarle plata a un fci|Cat_176|176|80
y pueden verificar si me pueden otorgar el prestamo?|Cat_248|248|159
querer gestionar clave operar internet|Cat_1|1|1
querer cancelar recargar celular equivocar numerar|Cat_129|129|28
ingresar pedir cambiar contraseña|Cat_1|1|1
no me reintegraron el iva de las compras que hice|Cat_58|58|306
me podrías decir quien es actualmente mi oficial de cuentas y darme sus datos?|Cat_126|126|25
no soy cliente y quiero solicitar prestamo personal|Cat_248|248|159
que datos que tengo que informar para que enviar una transferencia al exterior?|Cat_36|36|282
qué hay que presentar para hacerte cliente de santander?|Cat_39|39|285
quiero la constancia de libre de deuda|Cat_64|64|313
si nesecito blanqueo de pin|Cat_288|288|202
tiene seguro para bicicletas?|Cat_261|261|174
necesito que me deriven con la asesora que estaba conversando hasta recien|Cat_29|29|204
queria saber  si hay alguna forma de adelantar cuotas de los prestamos que tengo|Cat_246|246|157
querer cerrar cuenta|Cat_41|41|288
averiguar sobre el préstamo pre acordado que supuestamente tengo|Cat_225|225|134
solicitud bajo cuenta sueldo|Cat_41|41|288
tengo una compra que figura como pendiente de confirmación|Cat_343|343|264
quiero saber el saldo de mi tarjeta de credito|Cat_303|303|220
puedo solicitar un préstamo personal para remodelar un inmueble?|Cat_228|228|137
no se realizo un debito que tengo mensual|Cat_129|129|28
como extender extracciones|Cat_287|287|201
me interesa saber la tarjeta prepago|Cat_313|313|231
cómo funciona el descubierto?|Cat_56|56|304
cuál es la cotización del dolar|Cat_166|166|69
sorpresa no era sin cargo?|Cat_90|90|342
si quiero cambiar mi fecha de vencimiento de prestamo|Cat_239|239|149
adherir metrogas a la tarjeta|Cat_132|132|32
me podrían informar si sigue el descuento en combustible los días domingos?|Cat_311|311|229
tu comida preferida|Cat_9|9|341
como funciona el debito automatico|Cat_106|106|9
suman más puntos los consumos en dolares que los que están en pesos?|Cat_323|323|242
el estado de mi tarjeta visa  me habían enviado el plástico nuevo a la sucursal|Cat_293|293|208
quiero información del plazo y las tasas de interés de los préstamos|Cat_225|225|134
quieronumero telefono comunicar alguien|Cat_147|147|48
como puedo tener mi targeta santander rio?|Cat_337|337|257
dato consignar póliza correcto|Cat_267|267|180
no entender movimiento tenia|Cat_115|115|17
necesito sucursal principal|Cat_100|100|3
tasa cobro sobregiro|Cat_56|56|304
requisito tarjeta banco|Cat_337|337|257
pasar el saldo a favor en dolares de la tc amex a la cuenta|Cat_347|347|268
quiero dar de baja la cuenta de debito. como tengo que hacer?|Cat_41|41|288
los prestamos hipotecarios uvas son solo para compra de casas?|Cat_228|228|137
darme bajo cta|Cat_41|41|288
querer adherir aysa tarjeta|Cat_132|132|32
quiero abrir una supercuenta y salgo observada en el sistema financiero|Cat_244|244|155
figura compra hacer|Cat_112|112|15
si me ingreso es de cuanto me prestan para comprar una casa?|Cat_251|251|163
quiero dar de baja el pago automatico de una factura|Cat_292|292|207
en donde puedo generar el pin para adelantos en efectivo?|Cat_288|288|202
el prestamo solo es para casas construidas?|Cat_211|211|119
cual es el valor maximo que me otorgan si poseo el % del valor de las propiedades que me interesan|Cat_236|236|146
uds podrian resetearme la clave para generar una nueva...|Cat_1|1|1
tener problema posnet cobrar|Cat_112|112|15
como tengo que hacer para dar de baja mi tarjeta de debito santander?|Cat_41|41|288
que necesito para pagar la tarjeta en rapipago|Cat_342|342|263
no se me realizo el debito de mi prestamo|Cat_239|239|149
por que motivo mi cuenta esta en negativo exedido|Cat_56|56|304
quiero saber como puedo hacer un blanqueo de la clave fiscal.|Cat_95|95|347
area de recursos humanos|Cat_102|102|5
costo mantenimiento|Cat_96|96|348
quiero saber si califico para un credito prendario|Cat_248|248|159
necesitaba anular una compra con tarjeta que hice hace poco|Cat_281|281|195
para sacar un préstamo hipotecario se puede sacar el préstamo a mi nombre estando el terreno a nombre de mi marido?|Cat_256|256|168
hay una aplicacion donde pueda simular un super prestamo uvas.?|Cat_251|251|163
acabar bloquear clave telefono|Cat_1|1|1
soy cliente de santander y queria saber si me pueden otorgar un prestamo|Cat_248|248|159
quiero obtener visa santander|Cat_337|337|257
seguro medico internacional donde lo contrato?|Cat_282|282|196
retenciones mal hechas por parte del sector de impuestos|Cat_122|122|22
pagar vep figurar cur informar no validar|Cat_132|132|32
cuanta plata se puede llegar a transferir por día?|Cat_83|83|334
necesito solicitar un cambio de sucursa|Cat_65|65|314
cual es el telefono para habilitar tarjetas|Cat_301|301|218
recargar celular|Cat_132|132|32
quisier solicitar un prestamos de pesos |Cat_223|223|132
significar concepto descontar  cuenta|Cat_115|115|17
como elimino un pago del debito automatico|Cat_292|292|207
desactivar el inicio automatico desde la app|Cat_2|2|106
hay algún simulador para ccreditos?|Cat_251|251|163
quiero regalar mis millas|Cat_273|273|187
no quiero la renovacion de mis tarjetas|Cat_338|338|258
no me mandan el resumen a casa|Cat_138|138|38
todavía estoy esperando que me devuelvan el iva|Cat_58|58|306
debito santander pago comprar superior|Cat_303|303|220
se me rompió la tele  se me cayó  está asegurada pero quiero saber cuales son los pasos a seguir|Cat_265|265|178
canjee los puntos y no me llego producto|Cat_326|326|245
porque me llegan mails de sorpresa santander si ya no estoy suscripta|Cat_320|320|239
actualizar dato póliza|Cat_267|267|180
me podes decir el numero de contacto|Cat_147|147|48
cual es mi sucursal ?|Cat_100|100|3
queria saber por que motivo me están llamando del banco|Cat_146|146|47
simulador|Cat_251|251|163
quiero hacer un reclamo por un canje de puntos super club|Cat_135|135|35
como se hace para simular un credito hipotecario|Cat_251|251|163
cuando llegamos encontramos la ventana y la reja rotas  no llegaron a entrar pero eso está cubierto?|Cat_265|265|178
número de whatsapp del banco|Cat_29|29|204
tienen algun numero de contacto|Cat_147|147|48
quiero pedir la baja de la cuenta|Cat_41|41|288
no sé había realizado un pago adherido a debito automatico|Cat_129|129|28
soy cliente del banco y autónomo. hay posibilidad de adquirir un préstamo hipotecario?|Cat_248|248|159
se puede pedir un préstamo por más que esté en veraz|Cat_244|244|155
quiero transferir de mi cuenta en dolares a una cuenta en la federacion rusa|Cat_36|36|282
bueno chau|Cat_7|7|319
solicitar tarjeta|Cat_337|337|257
como sé cuantas cuotas pendientes me quedan del préstamo?|Cat_101|101|4
hice un reclamo por la rotura de un mueble  el tema es que todavía no tengo respuesta|Cat_270|270|184
me llego un e-mail que debo el resumen de la tarjeta|Cat_193|193|99
hoy no pude sacar mi dinero de los cajeros automaticos por me exigen una clave alfabética sin previo aviso|Cat_288|288|202
cual es el costo de mantenimiento de cuenta|Cat_96|96|348
numero llamar|Cat_147|147|48
quiero sacar una supercuenta|Cat_39|39|285
quiero saber si teniendo una cta sueldo puedo disponer de un prestamos de $ |Cat_248|248|159
cómo se manejan los aportes para la empleada doméstica?|Cat_60|60|309
necesito retirar una entrada canjeada por superclub pero no soy titular. como hago?|Cat_322|322|241
avisar que estaria regularizando mi deuda|Cat_191|191|97
interesasacarme tarjeta|Cat_337|337|257
descuento correspondiente sorpresa santander|Cat_312|312|230
saber si puedo comprar un pasaje aereo con mi tarjeta de debito ?|Cat_290|290|205
el tasador va al inmueble que quiero comprar?|Cat_216|216|124
cuál es mi préstamo disponible?|Cat_223|223|132
este mes ya tengo paga la tarjeta?|Cat_279|279|193
para acceder a un representante|Cat_29|29|204
como hago para retirar un descubierto|Cat_56|56|304
puedo solicitar el préstamo personal para hacer un viaje?|Cat_228|228|137
quiero cotizar mi auto|Cat_261|261|174
porque no me aparecen en el home banking la tenencia de bonos adquiridos por el banco?|Cat_187|187|92
calcular para solicitar un prestamo|Cat_251|251|163
quiero pedir la migración de sucursal|Cat_65|65|314
puedo retirar plata del cajero sin tarjeta de debito?|Cat_295|295|210
cuanto es la tasa de la hipoteca?|Cat_258|258|170
beneficios black|Cat_311|311|229
cómo hago para sacar un débito automatico?|Cat_292|292|207
se me inundo el baño  ¿con el seguro de vivienda a donde tengo que llamar?|Cat_265|265|178
como puedo saber si ya esta mi tarjeta para retirar|Cat_293|293|208
se me duplicó un debito en este resumen|Cat_129|129|28
desde que año me prendan el auto|Cat_228|228|137
no me confirmaron el canje por mail y se me descontaron los puntos|Cat_328|328|247
quiero hacer una promesa de pago|Cat_191|191|97
figuraban extracciones que yo no realice.|Cat_112|112|15
había hecho un stop debito y me debitaron el total de la tarjeta|Cat_350|350|272
deseo tramitar la tarjeta de credito visa de santander|Cat_337|337|257
hasta q hora se puede utilizar el autoservicio|Cat_91|91|343
cuentan con préstamos para jóvenes?|Cat_140|140|41
necesito dar de baja a un debito automatico|Cat_292|292|207
hace un mes que no puedo hacer transferencias por home baking|Cat_80|80|331
no entender descripcion item resumir cuenta|Cat_115|115|17
tarjeta debito no llegar|Cat_293|293|208
un telefono para llamar y preguntar si tengo deudas|Cat_194|194|100
cómo hago para elegir otra cuenta como primaria?|Cat_52|52|300
quiero reclamar por un seguro que yo no pedí y que me están cobrando.|Cat_264|264|177
decime el importe total de la cuota por el valor de la operacion de compra de una casa por de pesos|Cat_251|251|163
me podrías pasar un telefono para llamar al sector de seguros?|Cat_147|147|48
cuales son los requisitos para crear una cuenta?|Cat_39|39|285
puedo retirar dinero en un cajero humano con mi dni?|Cat_128|128|27
envio de efectivo|Cat_295|295|210
esta mi cuenta abierta ??|Cat_61|61|310
quisiera conocer como calcular si es posible obtener el prestamo hipotecario en base a mi recibo de sueldo?|Cat_249|249|160
como consultar el saldo de mi tarjeta american express|Cat_303|303|220
aun no llegaron mis tarjetas  solo llegaron las adicionales|Cat_293|293|208
como solicitar la tarjeta visa ?|Cat_337|337|257
no pude extraer la plata que necesitaba|Cat_297|297|212
son acumulables los beneficios con la tarjeta y los vouchers de canje de superclub?|Cat_322|322|241
quiero saber cuantos depositos tube este mes|Cat_50|50|298
necesito comunicarme con el centro de abogados|Cat_190|190|96
necesito cambiar importe debito amex|Cat_345|345|266
quiero dar de baja mi paquete|Cat_41|41|288
quiero que no me llegue mas la boleta en papel|Cat_138|138|38
cómo hacemos con el préstamo si vendo el auto?|Cat_260|260|173
vi un correo de santander diciendo ahora sos duo|Cat_139|139|39
queria preguntar por una tarjeta que solicite.|Cat_293|293|208
pagar impuesto visa|Cat_132|132|32
olvidar usuario|Cat_1|1|1
cómo hago para que me paguen el sueldo en santander?|Cat_72|72|322
me pueden cambiar las ubicaciones de las entradas para que queden juntas?|Cat_324|324|243
me están cobrando comisiones que no corresponden|Cat_97|97|349
necesecito rechazar un cargo de tarjeta visa antes de que me la debiten|Cat_112|112|15
quiero saber ise un deposito de targeta visa y no lo computaron|Cat_279|279|193
cajero banco peso sacar inconveniente debito|Cat_297|297|212
puedo cambiar la fecha de cierre de la tarjeta de ccredito desde online banking?|Cat_348|348|269
necesito descargar la boleta de la tarjeta santander|Cat_138|138|38
adherir debitar cuenta|Cat_132|132|32
me retuvieron imp. ingresos brutos|Cat_122|122|22
como hago para saber el resumen de mi tarjeta santander rio?|Cat_138|138|38
cómo hago para comunicarme con atención al cliente|Cat_29|29|204
saber que limite tengo para comprar|Cat_303|303|220
tratar generar clave|Cat_1|1|1
quise cambiar la contraseña de mi tarjeta visa debito cambie de contraseña desde un cajero y se me inhabilito.|Cat_288|288|202
a cuanto compraría el dólar hoy?|Cat_166|166|69
llaman deuda|Cat_193|193|99
necesitaba datos para abrirle una cuenta a mi hija|Cat_39|39|285
recargar tarjeta sube|Cat_132|132|32
descargar movimientos|Cat_138|138|38
cuanto tarda en acreditarse el vencimiento de un bono?|Cat_161|161|64
cuales son los beneficios iu?|Cat_140|140|41
si me atraso con la cuota del prestamo personal que ocurre?|Cat_240|240|151
que costo tiene hacer una transferencia a otro país?|Cat_31|31|227
soy select y necesito telefono para consulta|Cat_147|147|48
me podés explicar por que me están facturando un descubierto?|Cat_56|56|304
cual es el significado de cft?|Cat_224|224|133
cual es el santander rio mas cercano?|Cat_91|91|343
si me deja de funcionar la monedero  que hago?|Cat_305|305|222
necesito aumentar cantidad plata extraer cajero|Cat_287|287|201
tenia el credito pre aprobado y nunca mas se contactaron conmigo|Cat_215|215|123
me descontaron el total de la tarjeta y aparte el minimo|Cat_350|350|272
poner notificacion consumo|Cat_125|125|24
prestamo preacordado hay ?|Cat_225|225|134
cuanto tengo que esperar para que se empiecen a acumular las millas?|Cat_274|274|188
necesito saber si hoy atienden???|Cat_114|114|16
estoy en el veraz como salgo de eso|Cat_64|64|313
extraccion por autoservicio|Cat_298|298|213
necesito el número de seguros|Cat_147|147|48
como entro al home banking|Cat_3|3|215
deuda forma pagarla|Cat_192|192|98
quiero información de becas académicas|Cat_358|358|280
que pasa con mi seguro del auto si salgo al extranjero con él?|Cat_265|265|178
no pude hacer una compra con visa y la pagué con american express y me aparecio la compra en ambas tarjetas|Cat_112|112|15
como puedo blanquear mi tarjeta de debito|Cat_288|288|202
cuanto es la tasa de interes de plazo fijo|Cat_183|183|88
alto tarjeta visa internacional|Cat_337|337|257
quisiera realizar el pago de la empresa directv on line.|Cat_132|132|32
queria saber como tenia que tramitar para tener un descubierto en la tarjeta?|Cat_57|57|305
no se puede ingresar al home banking|Cat_117|117|18
yo soy pensionada y cobro por el banco san juan me puedo pasar a santander rio|Cat_63|63|312
queria saber el costo por abrir una caja de ahorro|Cat_39|39|285
quiero evitar que transfieran de sucursal mis productos contratados|Cat_74|74|324
puedo convertir puntos superclub en millas de aadvantage?|Cat_299|299|214
como puedo hacer para pagar desde la cuenta sueldo la tarjeta de credito de otro banco|Cat_132|132|32
las extensiones que pedí no me funcionan.|Cat_301|301|218
yo canje hace unos dias y me comunicaron que no me habian podido encontrar en mi domicilio|Cat_326|326|245
como puedo cambiar la clave banelco|Cat_288|288|202
me explicás como cambio los dolares a moneda local para mi caja de ahorro en pesos?|Cat_166|166|69
si recargo por la app santander tengo que ir a confirmar la operacion a una terminal sube|Cat_132|132|32
